capture_id,safe,lively,beautiful,wealthy,boring,depressing
201311_113.8327226_22.588928800000005.png,0.145827011,0.36632998899999997,0.2534934084,0.1055234872,0.6321580506,0.5520772831999999
201311_113.83766518162263_22.641416403895732.png,0.3768821196,0.381114304,0.49345442659999994,0.4045946198,0.391332368,0.3369189044
201311_113.87865392033376_22.61317748414232.png,0.3754018634,0.6782975518,0.5425666628,0.3271528522,0.49630544,0.36161031920000003
201311_113.882861_22.6128348.png,0.7747737654,0.891964956,0.8582418888,0.7323816166,0.041843662999999996,0.06680851260000001
201311_113.9022082_22.590201799999996.png,0.5271225582,0.5335675974,0.5241851554,0.6014466862,0.49149839279999996,0.3966346764
201311_113.97215286575438_22.599851368800312.png,0.622923291,0.852366483,0.6998747026000001,0.4912501756,0.3373152916,0.411395568
201311_113.9824091_22.594394199999996.png,0.4840600652,0.5638836306,0.5035673932,0.5210873974,0.291512408,0.2908796862
201311_114.0367137_22.625328199999995.png,0.4012957386,0.3577831668,0.2960648242,0.405234162,0.4749309342,0.5566371952
201311_114.07813510000001_22.5592236.png,0.5712549924,0.6672604628000001,0.5371686972,0.48948539780000005,0.5306869156,0.6335955268
201311_114.1331646_22.6036264.png,0.5635120894,0.6564209,0.5620977138,0.5666458564,0.31247445100000004,0.3635351652
201311_114.158799_22.6090681.png,0.1431168508,0.24540621940000001,0.185750201,0.2092384568,0.7160448652,0.5695854426
201311_114.16919617982792_22.62714279983004.png,0.38405898839999997,0.530899016,0.502884834,0.41448721180000003,0.41894702199999995,0.3061401686
201311_114.1708255_22.6072058.png,0.325372583,0.355339436,0.2959867908,0.37692127000000003,0.45730905,0.4309881678
201311_114.1832046_22.5984266.png,0.3490875856,0.5460832672,0.35953589539999997,0.2672244068,0.668812068,0.6880604252
201312_113.8235017_22.698809100000002.png,0.315042374,0.21041962399999997,0.1586707462,0.32945553959999996,0.6868861852,0.725142763
201312_113.83443584337306_22.74126975401547.png,0.4281999892,0.23471833279999998,0.2298776232,0.42449279119999994,0.5286654507999999,0.6640658332
201312_113.8374755_22.647390599999994.png,0.667042275,0.7570225982000001,0.6966367016,0.6625021664,0.18595298259999998,0.2298982536
